date,unweighted_sentiment,weighted_sentiment,total_messages
2022-01-27,-0.24408381879329683,-0.19861561820483684,40
2022-01-28,-0.18687964007258415,-0.2297285597283933,40
2022-01-29,-0.21447648704051972,-0.2452257464055159,30
2022-01-30,-0.26005914360284804,-0.2749085696485156,20
2022-01-31,-0.24549079090356826,-0.197504271864891,20
2022-02-01,0.12127715647220612,0.18638534359144532,20
2022-02-02,-0.025497132539749147,-0.06298724568164639,30
2022-02-03,-0.03105888143181801,-0.056292303065261104,40
2022-02-04,-0.07043126672506332,-0.1658794834716008,40
2022-02-05,-0.22993087967236836,-0.23667383919090604,30
2022-02-06,-0.1853734642267227,-0.21661856894534048,20
2022-02-07,-0.20501335710287094,-0.13421969115734103,20
2022-02-08,-0.12325660288333892,-0.13148227768994364,20
2022-02-09,-0.17146081725756326,-0.1987736939028617,30
2022-02-10,-0.28532327711582184,-0.38681609297072617,40
2022-02-11,-0.2880724400281906,-0.28071100109891567,40
2022-02-12,-0.33093348940213524,-0.29566327364377876,30
2022-02-13,-0.3624656111001968,-0.3024303499065684,20
2022-02-14,-0.15418378710746766,-0.18788172006607057,20
2022-02-15,-0.24017194211483,-0.24694290529674853,20
2022-02-16,-0.22926188707351686,-0.22745360292037037,30
2022-02-17,-0.21513986736536025,-0.20343764385643553,40
2022-02-18,-0.2700300797820091,-0.3024278888659842,40
2022-02-19,-0.27004114786783856,-0.30642814058341694,30
2022-02-20,-0.30134083330631256,-0.3305285797186453,20
2022-02-21,-0.4299078583717346,-0.4299078583717346,10
2022-02-22,-0.3656048059463501,-0.36560480594635014,10
2022-02-23,-0.4392610311508179,-0.455982731150205,20
2022-02-24,-0.48359315693378446,-0.5133510252412982,30
2022-02-25,-0.37492517083883287,-0.3093684127433887,40
2022-02-26,-0.3780319591363271,-0.30243185093683095,30
2022-02-27,-0.31058931052684785,-0.25118448192524345,20
2022-02-28,-0.09130270034074783,-0.11673159301280973,20
2022-03-01,-0.13610469698905944,-0.13665420957833754,20
2022-03-02,-0.1996833364168803,-0.23048951321195077,30
2022-03-03,-0.20998235046863556,-0.23505286097320827,40
2022-03-04,-0.24103328883647918,-0.2520940865423174,40
2022-03-05,-0.27520264983177184,-0.2661024095401408,30
2022-03-06,-0.24938366711139678,-0.2513143379582611,20
2022-03-07,-0.3509803533554077,-0.40683580040931694,20
2022-03-08,-0.31590549647808075,-0.28680850420232157,20
2022-03-09,-0.394613778591156,-0.4176652374470745,30
2022-03-10,-0.36511455923318864,-0.3557152778654807,40
2022-03-11,-0.39388416707515717,-0.4389547316470711,40
2022-03-12,-0.46259948015213015,-0.46994140604431817,30
2022-03-13,-0.41788404881954194,-0.4499550225408593,20
2022-03-14,-0.4978144854307175,-0.46101245880126945,20
2022-03-15,-0.5399208426475525,-0.5634048584216033,20
2022-03-16,-0.46917797724405924,-0.447107563485571,30
2022-03-17,-0.4227207288146019,-0.3751830184918507,40
2022-03-18,-0.3939513169229031,-0.34732114645476675,40
2022-03-19,-0.31081378559271494,-0.3108053100702978,30
2022-03-20,-0.302374555170536,-0.30669380857335143,20
2022-03-21,-0.287175278365612,-0.26664036929607393,20
2022-03-22,-0.1392843782901764,-0.11347950422648394,20
2022-03-23,-0.23497937321662904,-0.267854969713888,30
2022-03-24,-0.19644984602928162,-0.18572530560777314,40
2022-03-25,-0.19227040633559228,-0.20325863428643864,40
2022-03-26,-0.24782109955946605,-0.22516994301336998,30
2022-03-27,-0.15854696780443192,-0.17618345435855318,20
2022-03-28,-0.329026360809803,-0.3847025746107101,20
2022-03-29,-0.3844867408275604,-0.37601119918494175,20
2022-03-30,-0.2797280788421631,-0.22513355133876134,30
2022-03-31,-0.2115418031811714,-0.12931945194318037,40
2022-04-01,-0.2595038875937462,-0.3218180912050053,40
2022-04-02,-0.2302873730659485,-0.3186930659038165,30
2022-04-03,-0.3103256821632385,-0.37919162950263685,20
2022-04-04,-0.3860446125268936,-0.2494703471660614,20
2022-04-05,-0.10320461094379425,-0.09066922559922251,20
2022-04-06,-0.21154929002126058,-0.25722124149812814,30
2022-04-07,-0.18234112486243248,-0.18584745278762813,40
2022-04-08,-0.2364649258553982,-0.27078556467011167,40
2022-04-09,-0.2992904394865036,-0.29826681514422876,30
2022-04-10,-0.23481633514165878,-0.26662227202134703,20
2022-04-11,-0.3193079620599747,-0.2859431147575378,20
2022-04-12,-0.16618448197841645,-0.14404618639785688,20
2022-04-13,-0.2617306967576345,-0.29639239540542056,30
2022-04-14,-0.2581596478819847,-0.2748948276630078,40
2022-04-15,-0.256312902768453,-0.27627568478433406,30
2022-04-16,-0.350134813785553,-0.32682214536123533,20
2022-04-17,-0.2474465012550354,-0.24744650125503542,10
2022-04-18,0.014000409841537475,0.014000409841537474,10
2022-04-19,-0.18518150746822357,-0.23040049958071285,20
2022-04-20,-0.27336520155270894,-0.3386158749113061,30
2022-04-21,-0.33521788716316225,-0.4186225535725886,40
2022-04-22,-0.4756783902645111,-0.5053020867691276,40
2022-04-23,-0.5061167120933533,-0.5202194464347153,30
2022-04-24,-0.53430877327919,-0.5373810446427164,20
2022-04-25,-0.41208609044551847,-0.3306327831745148,20
2022-04-26,-0.30039415657520296,-0.305857156277648,20
2022-04-27,-0.42595473726590477,-0.48901127435250397,30
2022-04-28,-0.34690004885196685,-0.3224294517647803,40
2022-04-29,-0.38873539566993714,-0.3788692016739652,40
2022-04-30,-0.41016128261884055,-0.38558066521739437,30
2022-05-01,-0.2767039746046066,-0.314609645811068,20
2022-05-02,-0.3819063439965248,-0.34484697103500367,20
2022-05-03,-0.2965049847960472,-0.291139115010026,20
2022-05-04,-0.2513504534959793,-0.22695072362769894,30
2022-05-05,-0.19456858709454536,-0.13791050262588084,40
2022-05-06,-0.18659268766641618,-0.1913304712386716,40
2022-05-07,-0.15783383448918661,-0.1812729492878526,30
2022-05-08,-0.15623005628585815,-0.1861987736533639,20
2022-05-09,-0.2634337157011032,-0.24855167031288145,20
2022-05-10,-0.3438240110874176,-0.3677054625378676,20
2022-05-11,-0.18075333833694457,-0.11455234496269702,30
2022-05-12,-0.23424095734953881,-0.23759790979777998,40
2022-05-13,-0.20839347019791604,-0.19256995027058418,40
2022-05-14,-0.1281853884458542,-0.16093801813494696,30
2022-05-15,-0.264972086250782,-0.23551992477659223,20
2022-05-16,-0.210743048787117,-0.2560446631908416,20
2022-05-17,-0.29582379162311556,-0.2979982353229609,20
2022-05-18,-0.4316843032836914,-0.4980204049770067,30
2022-05-19,-0.44326080530881884,-0.4892229705573759,40
2022-05-20,-0.47823786437511445,-0.47556259779678817,40
2022-05-21,-0.5358498712380727,-0.49655132982632555,30
2022-05-22,-0.4520721435546875,-0.4461881082844059,20
2022-05-23,-0.39951242208480836,-0.38352748990058894,20
2022-05-24,-0.1476323649287224,-0.09649791331047235,20
2022-05-25,-0.24511548082033793,-0.26601733827978286,30
2022-05-26,-0.15853758603334428,-0.1047332128915033,40
2022-05-27,-0.047318370640277864,-0.008559985962941262,40
2022-05-28,-0.08895987371603647,-0.01918827512819906,30
2022-05-29,0.0866010457277298,0.08328762462349275,20
2022-05-30,0.07200599312782288,0.0720059931278229,10
2022-05-31,-0.3054258167743683,-0.30542581677436836,10
2022-06-01,-0.31250773966312406,-0.3141155031567845,20
2022-06-02,-0.14982998768488567,-0.07253349543214695,30
2022-06-03,-0.23355230540037156,-0.253569954543319,40
2022-06-04,-0.20959446827570596,-0.24717371586386058,30
2022-06-05,-0.15459687113761902,-0.22954243765306728,20
2022-06-06,-0.4072589725255966,-0.360782800912857,20
2022-06-07,-0.3163396239280701,-0.31328409934682777,20
2022-06-08,-0.2952715317408244,-0.28360754920292236,30
2022-06-09,-0.22812516540288924,-0.17076484651775434,40
2022-06-10,-0.18840601593255996,-0.15983331968331554,40
2022-06-11,-0.15024783412615458,-0.14218894427841078,30
2022-06-12,-0.09880407750606537,-0.11517656663516457,20
2022-06-13,-0.15616297870874404,-0.14730751276016232,20
2022-06-14,-0.45941792577505114,-0.5316146157582247,20
2022-06-15,-0.3688536991675695,-0.3619444265861876,30
2022-06-16,-0.4090595282614231,-0.4356143994470392,40
2022-06-17,-0.467970772087574,-0.43024271888006543,40
2022-06-18,-0.3648170351982117,-0.38741814123059515,30
2022-06-19,-0.4533629298210144,-0.43603783280948727,20
2022-06-20,-0.3770488440990448,-0.3770488440990448,10
2022-06-21,-0.3657714933156967,-0.36577149331569675,10
2022-06-22,-0.3675496593117714,-0.367953344923584,20
2022-06-23,-0.3255412409702937,-0.30557507982426657,30
2022-06-24,-0.3048581339418888,-0.27800745439835406,40
2022-06-25,-0.28455368081728616,-0.2671820681018654,30
2022-06-26,-0.24216660857200623,-0.24231240408836247,20
2022-06-27,-0.2787498950958252,-0.30031454443931577,20
2022-06-28,-0.394336873292923,-0.4124183697950055,20
2022-06-29,-0.35972710847854616,-0.3522692963488597,30
2022-06-30,-0.3784575521945953,-0.3884513047222637,40
2022-07-01,-0.3791366219520569,-0.3623500911159606,40
2022-07-02,-0.3475212395191193,-0.34858059191070956,30
2022-07-03,-0.3760280698537827,-0.3627197628619254,20
2022-07-04,-0.31740725636482237,-0.31740725636482237,10
2022-07-05,-0.3548697352409363,-0.3548697352409363,10
2022-07-06,-0.2560767740011215,-0.23364844217557118,20
2022-07-07,-0.23642937342325845,-0.21563301117169353,30
2022-07-08,-0.28445258885622027,-0.3091362680567668,40
2022-07-09,-0.26098020672798156,-0.30349520532704566,30
2022-07-10,-0.312828403711319,-0.3390936316104174,20
2022-07-11,-0.5352470099925994,-0.5992818748950958,20
2022-07-12,-0.4624553233385086,-0.4217008534253296,20
2022-07-13,-0.3833223481973012,-0.32467923863988757,30
2022-07-14,-0.35341760516166687,-0.2978979782434947,40
2022-07-15,-0.2533374771475792,-0.24939375689614912,40
2022-07-16,-0.2434703489144643,-0.24525608588729325,30
2022-07-17,-0.2526773244142532,-0.2501741506879517,20
2022-07-18,-0.17213934361934663,-0.13043218612670895,20
2022-07-19,-0.17022376656532287,-0.18556973247299216,20
2022-07-20,-0.26037987470626833,-0.3114435239651579,30
2022-07-21,-0.23268150985240937,-0.24035412578956064,40
2022-07-22,-0.28265721499919894,-0.27718929344957566,40
2022-07-23,-0.29760291377703346,-0.28204534303966905,30
2022-07-24,-0.22605832517147065,-0.2434192519886466,20
2022-07-25,-0.3200443372130394,-0.33055279850959773,20
2022-07-26,-0.3545985147356987,-0.3584670136626365,20
2022-07-27,-0.26191461384296416,-0.21937154245106402,30
2022-07-28,-0.3114565022289753,-0.3250942604788487,40
2022-07-29,-0.2435641661286354,-0.21043029627984863,40
2022-07-30,-0.2008726914723714,-0.1905458188070565,30
2022-07-31,-0.26303563117980955,-0.21830142093174895,20
2022-08-01,-0.3108559399843216,-0.45777604699134816,20
2022-08-02,-0.42657690346240995,-0.3972577429818556,20
2022-08-03,-0.4293941756089528,-0.4158934129442117,30
2022-08-04,-0.40151004046201705,-0.37283503565510706,40
2022-08-05,-0.41468669921159745,-0.4636600483392209,40
2022-08-06,-0.45377192497253416,-0.4841638155630261,30
2022-08-07,-0.463143527507782,-0.496126851070178,20
2022-08-08,-0.4284718483686447,-0.32049730539321897,20
2022-08-09,-0.22294397950172423,-0.21713891905807894,20
2022-08-10,-0.09355892141660055,-0.028492738523173758,30
2022-08-11,-0.043780462443828584,0.030382445004472014,40
2022-08-12,-0.10420979857444763,-0.17898523169727065,40
2022-08-13,-0.07315517067909241,-0.1767170808327866,30
2022-08-14,-0.19233835339546204,-0.2599671497847755,20
2022-08-15,-0.2716826140880585,-0.1405532097816467,20
2022-08-16,-0.1260295569896698,-0.14257865660761773,20
2022-08-17,-0.07647215326627095,-0.06106078045889584,30
2022-08-18,-0.20283849388360978,-0.2898354937709861,40
2022-08-19,-0.2286241352558136,-0.2475477856066367,40
2022-08-20,-0.23852367798487345,-0.25354517308199076,30
2022-08-21,-0.36910684406757355,-0.32078926286623094,20
2022-08-22,-0.024203571677207946,0.055039988756179804,20
2022-08-23,-0.11290559470653534,-0.16302664035616463,20
2022-08-24,-0.15849507649739583,-0.20577725143369913,30
2022-08-25,-0.25850708186626437,-0.3607158385169164,40
2022-08-26,-0.37872755602002145,-0.3985294863602102,40
2022-08-27,-0.39374333520730337,-0.40652841604421425,30
2022-08-28,-0.46577798277139665,-0.44471811413841195,20
2022-08-29,-0.47751874178647996,-0.5402222663164137,20
2022-08-30,-0.5695074245333671,-0.5666657269034701,20
2022-08-31,-0.35690970718860626,-0.2533895897412561,30
2022-09-01,-0.25546494498848915,-0.12063418777539375,40
2022-09-02,-0.11649435386061668,-0.04721729417040266,40
2022-09-03,0.030337605873743692,0.015661409397623158,30
2022-09-04,0.011363545060157776,0.0028488448235563443,20
2022-09-05,-0.02614225149154663,-0.026142251491546625,10
2022-09-06,-0.1659625291824341,-0.16596252918243407,10
2022-09-07,-0.1065978765487671,-0.09312070053068634,20
2022-09-08,-0.06691018342971802,-0.04102609753796788,30
2022-09-09,-0.06367487609386444,-0.04671074055569053,40
2022-09-10,-0.029578991731007895,-0.03200145080151739,30
2022-09-11,-0.020751875638961793,-0.028292935734162937,20
2022-09-12,-0.33890238106250764,-0.5098624372482299,20
2022-09-13,-0.4670931726694107,-0.43150889831265477,20
2022-09-14,-0.4128731350104014,-0.3688114628261086,30
2022-09-15,-0.3855569392442703,-0.3401735491155712,40
2022-09-16,-0.2685708671808243,-0.23961357420320784,40
2022-09-17,-0.25464431047439573,-0.23088841797281118,30
2022-09-18,-0.2297499358654022,-0.2129823337693244,20
2022-09-19,-0.3497548639774323,-0.46607287049293517,20
2022-09-20,-0.3168462425470352,-0.26536365887008223,20
2022-09-21,-0.28673900763193766,-0.2462009815745738,30
2022-09-22,-0.31471066921949387,-0.31314755140593553,40
2022-09-23,-0.3364430695772171,-0.4366112163287838,40
2022-09-24,-0.4185660004615784,-0.4793553320433235,30
2022-09-25,-0.5145867317914963,-0.540912630917476,20
2022-09-26,-0.651527363061905,-0.6641150951385497,20
2022-09-27,-0.516116949915886,-0.48061273968438767,20
2022-09-28,-0.3991019686063131,-0.32492936974436093,30
2022-09-29,-0.3153323784470558,-0.2103367285125453,40
